,negative_prob,positive_prob
demagogie,0.9999970553175102,0.0024866005109452378
katastrophenszenarien,0.9707733163366878,0.02021658466812305
eitelkeiten,0.9794330162742582,0.0165602595218011
steuerprogression,0.9328737958225716,0.05008373257347752
behandelbaren,0.9863624557222632,0.013821350499954458
ausufernden,0.9925285062618016,0.005529127601528995
sexualdelikten,0.9837840482946972,0.03136108182292041
schlagworten,0.9760794012030564,0.03600775567760768
rückwärtsgewandte,0.994355028847712,0.013239527758340764
begangenes,0.9321570398111294,0.07288151339178091
konkurse,0.961656237144418,0.018746600300882314
delikte,0.9795681000716244,0.01283583203751418
kadi,0.9472382221133244,0.01801346193673561
gefahrenlage,0.9784898596757652,0.00732772820895171
verantwortungslosen,0.9999996834639848,0.0009715144489659963
ablasshandel,0.9639262882351431,0.016516192620801718
mordio,0.9539824314532004,0.07792423858976695
antiatombewegung,0.9489829666294264,0.036581972174873516
ohnmacht,0.9999998873393268,0.00038239382685573196
backe,0.9678361442737168,0.02095443207859638
viereinhalb,0.9448085536557044,0.0773080248946746
umgetrieben,0.9329860262005067,0.0708977437643124
umgedeutet,0.9743227398997372,0.026420118496319436
gescheiterte,0.9513121555309684,0.06389401123596312
wüstenbildung,0.9847704621074496,0.011768071630290438
trieben,0.9803956979140216,0.0185136712848634
dramatik,0.9825889669054054,0.010801129600455523
parteitaktischen,0.9584923421867528,0.03782452255294114
rechtsbruch,0.996982050278422,0.005572301205017292
verdichtung,0.9375100869664516,0.04691361250996555
herauf,0.9934633900925326,0.002324659668735249
haltlosen,0.9959004159166006,0.012948294765080132
zusammengestrichen,0.9386863584656772,0.07978473022427254
grassierende,0.959012357474608,0.06519211843939647
illegalität,0.9924664186063696,0.005036487194194279
anstiftung,0.9785400487124738,0.024437626120294816
klientelismus,0.9661270730466492,0.028060140445607947
meinungsäußerungen,0.977356870288517,0.02361636185478336
schmeißen,0.9870459321995899,0.016079414750591003
mitschwingt,0.9300528097986009,0.08977512238323243
repressive,0.9750825619371756,0.034883305247417784
erwerbsarmut,0.97882860077487,0.03333227197537614
heckenschützen,0.9394268265490112,0.05824904547973354
fiasko,0.9806144744899802,0.015033028789504473
buchstäblich,0.986851849715282,0.008884738325323303
scheut,0.9715336909496008,0.028368299446421913
mogadischu,0.9349528125847412,0.010850768956906913
indiskretionen,0.9503492325201816,0.03225896577513307
schutt,0.9611133711964094,0.01890744382022393
übermittlungspflichten,0.9462341322207318,0.037550083464038236
rechtsextremistisch,0.9775462816370148,0.0191552376445075
geheimnisverrat,0.993888768331346,0.002409785341689403
gerichtsprozesse,0.940281430029572,0.050252062432639966
fahrlässigkeit,0.9965986440548028,0.004554483295425278
griechinnen,0.967059989299172,0.04310250161304094
erwerbsphase,0.9635783149829188,0.02861727441775445
destabilisierung,0.9726865771596064,0.05860894451235664
alschababmiliz,0.9433328494404374,0.06098063271892803
unordnung,0.9918666861048832,0.015220329037410316
rückschläge,0.9594615807865328,0.051453168712627895
verkannt,0.9951350446591012,0.0058077203015757676
leibe,0.9787824885164595,0.02229035287287417
hantiert,0.9724112435097264,0.030889825709753918
tierseuche,0.9892588404078122,0.004237917662795586
strukturkrise,0.9810471633349316,0.024090097302195933
geschäftspraktiken,0.9899851445368452,0.009054947411725526
abgereichertem,0.9552053583458836,0.039309968427379736
übelsten,0.996863455891112,0.0050004450702055905
schuldenberges,0.9736558910673144,0.04382834386436485
beschuss,0.999995589414672,0.0005989028570606213
depressionen,0.9965528564936984,0.004004208383571667
ohnegleichen,0.9709069862688836,0.02817968158809328
isolierung,0.9338188166800392,0.09476102853400106
nervosität,0.9332082302139192,0.045216787829282894
verfahrensfehler,0.9467459541214358,0.036252471295307884
bremsen,0.931060849998908,0.16506878391558732
unkoordiniert,0.983600600673352,0.022569694723381547
guantánamo,0.984089784140992,0.013810729419423259
blutspur,0.9831947088738032,0.016077032086675117
30erjahren,0.9869671918108344,0.0016034377677552796
rechtsbegriffen,0.9479773880848988,0.04884769637470302
realitätsverlust,0.9919752428998786,0.007789646761196993
reiten,0.9712236067932364,0.014260683771595341
entbindung,0.9366480378981028,0.011383352123226671
wohnungsnot,0.9586253658212798,0.04468142428742571
umwelteinflüsse,0.944977621905005,0.05353543327639308
talibanherrschaft,0.9765724761133068,0.033197310146823665
kündigungsfristen,0.9612741576092648,0.00931825244337271
bevölkerungswachstum,0.9572102346485066,0.030922815091586682
zuschieben,0.9912935570857234,0.011984775547299629
befangenheit,0.9468063026635734,0.033652733537612715
bergleuten,0.9521808957207322,0.05047238744002706
bußgeldern,0.9937342208689643,0.004102418216111499
kriegseinsätze,0.9903395299186136,0.00690890368812047
wohnungsmangel,0.973008124902618,0.027719615555676883
populisten,0.9552319525803468,0.03410577858570614
brunsbüttel,0.9704173889872524,0.004367906932892446
verschiebebahnhöfen,0.996932109073634,0.004752149489511616
spekulanten,0.9624894994379438,0.03131792772915645
gefühlte,0.9941296860220474,0.004806381057812381
notfällen,0.9738971256148844,0.02718321285009908
lebensbedrohlichen,0.995919667885317,0.006677269715608123
isis,0.9419010785825084,0.0651251731940532
handlungsunfähig,0.9974505693187748,0.005219365268539789
grenzt,0.9356412089594108,0.04685381209754133
vorzuschieben,0.9596887141839968,0.1239278322725294
abstellen,0.9504934047364484,0.04437287534799217
wirkungslosigkeit,0.93207927835385,0.1231589231347911
plumper,0.9470979803727066,0.060677248000056486
terrorzelle,0.9873327496699252,0.0151112268934609
offenkundige,0.9882865616223518,0.0076215679344372655
missständen,0.9999857551815604,0.0049068994156514865
südeuropa,0.996727120292673,0.002027965439358288
belügt,0.940473763828494,0.1465308457689067
trickserei,0.9756058345200868,0.021920516812058453
verstümmelung,0.9999984422147502,0.0011288580472703033
baupreise,0.9335910834767408,0.043321794868983125
zwietracht,0.9578870587966885,0.10012718017078316
quälenden,0.9909090571416342,0.010868603660494565
vermögensfragen,0.9541000189103936,0.05410218083522679
aufgedrückt,0.9683677761612692,0.02421451058875617
anhaltende,0.994971799403266,0.00607827328972825
elends,0.9809157195977996,0.06427339882186102
wievielten,0.979724011715686,0.027361110076810417
eiertanz,0.9735596297428534,0.02372412841107385
abgedrängt,0.9441593892728838,0.03768855116232901
verantwortungslose,0.9999941185214242,0.005062728263845811
revolte,0.9840024155051388,0.009139781386240308
aufgeladen,0.9694323918432384,0.03434693520160256
rattenfänger,0.9565525625055441,0.047231843151836664
osteuropäische,0.9384086063602706,0.026182410952635776
frozen,0.9511598624207857,0.028192280040662286
infrastrukturlücke,0.9393520361562068,0.05940981385594087
arbeitsgericht,0.9845275821551982,0.0008891308513964574
existenznot,0.9999890653899486,0.0019799572373939357
wahltaktisch,0.9626895959833346,0.0205018520503521
beitragsausfälle,0.9661673016963322,0.035188133114357915
haushaltsdefizite,0.9709927591502948,0.0437855737485038
staatsgefährdenden,0.9315202573228849,0.09325970922806633
fanatischen,0.9354291936918212,0.04922139736003667
sinnbild,0.9325282298923032,0.02358267118615344
erschöpfung,0.9970150624708216,0.003814518619771917
selbsternannten,0.9308056044345484,0.10055779239312468
kreislauf,0.9744588208290568,0.0075904715418228345
reagiere,0.9481389436975778,0.03892375789086453
lohndrückerei,0.9871153751555674,0.032975256851140534
verbale,0.9851293760810635,0.06583816556732269
abriegelung,0.9450770587186074,0.10456941368428987
welthunger,0.9529454699862328,0.04530762283062309
hinterlassenen,0.9491956097605136,0.08043849310699931
kosovoalbaner,0.9842799501659254,0.0230798066925696
verbalen,0.949637668094624,0.11552097887117277
abzuräumen,0.9678728646791056,0.06041048282957405
massenarbeitslosigkeit,0.9870207704108168,0.029924372434245925
grünrote,0.9715183064527672,0.018148133112488547
dreck,0.97572032598282,0.008122173132643223
überstellt,0.953380071220726,0.03634644538493362
dauernd,0.9605802879821348,0.013290763292465877
ehec,0.9565198386283243,0.015795945263108374
fehlkonstruktion,0.9547890926250376,0.03277068198690572
dumpinglöhne,0.9540915573517756,0.06960255231110518
autoritäres,0.9620264184745122,0.03986808396358089
ungereimtheiten,0.999992187694518,0.004704593898657771
affären,0.9740535765061328,0.01878343824602686
segregation,0.9771096678036316,0.016934361748232287
strafvereitelung,0.9817634517714652,0.022724744883911758
krisenszenarien,0.9486861929048817,0.02809943457863904
exzessive,0.9775251222851492,0.030795398902567862
reaktionären,0.9589034608613825,0.039619683543485835
verkrustungen,0.9800065531755042,0.030632051863454426
kommentarlos,0.9388912517515092,0.03561580683656415
zurückzufallen,0.9962549325246,0.010230855647485798
artensterben,0.9787811352270488,0.014481498053613966
versenkung,0.9598196023563678,0.011317594956099028
liberia,0.9719274646616328,0.036305008740662406
gefallene,0.9765491282696812,0.014589964353686537
obdachlose,0.9896545683189304,0.020732202930530658
hanebüchen,0.9599918607815204,0.07365707115135595
zivilistinnen,0.9833728494736388,0.02214965380316154
gehetzt,0.9999995050337852,0.0009386194301322847
beschimpfung,0.9741485861296484,0.030278636276838886
drogensucht,0.9751873929016088,0.018435803410848186
wiederholungstätern,0.9340090997188056,0.04743101560685056
blockadepolitik,0.946725887309981,0.04824775869404108
ausnutzt,0.9922148402291804,0.01890745783705679
schnuppe,0.9735958061846928,0.021324783012630025
schleppern,0.9999991140987976,0.0009264117672555088
werbeanrufe,0.9556519189074918,0.02984491815629855
verdächtigungen,0.999998503505378,0.0012628342619365462
nötigung,0.9999991665518294,0.0012666467381765953
ehebruch,0.9902302583883932,0.009205938514086676
gefühlten,0.9844106466757776,0.033185850149119296
menschenverachtenden,0.9960721403784016,0.015202535356752412
hülle,0.9330506153201176,0.1355451670451899
unbewusst,0.99261319855966,0.00328625988947782
doktern,0.9921125636356846,0.007181635398883084
destabilisiert,0.9967058538937392,0.00731339481839797
unterlassener,0.9970675205861356,0.0039668163539602
zwischenlagerung,0.949687446582003,0.02338999149912525
pannen,0.9967191483525204,0.005209286631397674
billigjobs,0.9352515712152406,0.06046842198418554
sellafield,0.985235832719424,0.002568677250498177
zynischen,0.9970682705424704,0.005016798560448103
grabenkämpfen,0.9670468745770404,0.043961290329471873
erwiesenermaßen,0.9762684109774736,0.006477224969916701
verschuldungspolitik,0.9855313474708636,0.016371606511185088
unmengen,0.9845028982648324,0.04764187720672712
panzerlieferung,0.994924275770197,0.0060473602549199245
einflüsse,0.9864789827165236,0.0075369239750888405
überfrachtet,0.9351310629871298,0.16667423091754366
lachhaft,0.9771847923342808,0.052102610850615634
steinkohlesubventionen,0.9679320111315308,0.015109408246796237
massaker,0.9927631913451664,0.005780395824989931
klauenseuche,0.9833820443549084,0.0094776914115651
zufügt,0.9502145540562013,0.08109837939561974
dschihadisten,0.9809309219110232,0.02645525875368124
wirtschaftskriminalität,0.9928764754344208,0.010066193511578465
ratlosigkeit,0.9960562135759796,0.00491734169839557
lebensrisiko,0.9406798129816556,0.023095123789211358
konkurrenzdruck,0.9703963629976988,0.017237462585037826
hilflosigkeit,0.9804265400986744,0.014953369578547432
verstellen,0.9651046772912529,0.057933073458871824
fortgesetzte,0.968742070002558,0.046724678814145375
krieger,0.9838129812068398,0.040014694962109694
klauseln,0.9889879662135622,0.0068066025197876965
versuchten,0.9945379014986516,0.005677324251615788
steuergeschenken,0.9513196309523766,0.11047922722895932
schürt,0.9834623371681036,0.019653259627727127
beitragsanstieg,0.957620430598616,0.01470170884054881
aufblähung,0.9733232561641868,0.017046717029443974
norduganda,0.9736667089158304,0.022541838707893214
kungelrunden,0.9731722508414378,0.03957740647813082
wunden,0.9644754802945148,0.05063910368795256
protesten,0.97550420635753,0.028829537423839695
fehlentscheidungen,0.9757686886156384,0.035822116259728934
kolonialismus,0.9583264788065838,0.04129269754628537
hinausgeworfen,0.9526609747089224,0.06316285623563485
zahlungsunfähigkeit,0.9999995843167264,0.000472663930302879
gewaltexzesse,0.9972583570403796,0.003980272541910566
crash,0.9418472867257096,0.02675502598332524
mutet,0.9832728950476636,0.02348137442082156
zickzackkurs,0.965285107662862,0.006716319231249023
unverschämten,0.9734424335163946,0.02014757275946605
verschärfte,0.974254104949018,0.016681600207538373
durchpeitschen,0.9478300186543132,0.12635120288349685
vergiften,0.9784891487630538,0.026183416350766348
verleumdung,0.9999972670716458,0.0014259069363121051
strukturprobleme,0.9428718369237741,0.11334183664252236
absurditäten,0.963360577291974,0.020095202210730932
dialyse,0.9519008541623344,0.010206940942633334
bushadministration,0.9479561162969972,0.09175749765197792
abscheulichen,0.9743121081282744,0.03010690507318382
zwickauer,0.9917165161330848,0.03192268494933696
konjunkturschwäche,0.9317174585509084,0.048707235858498274
grausamkeit,0.9895670534599766,0.007811007103241891
durchbrochen,0.991213173632182,0.015462340980646166
unabsehbaren,0.9324616276652544,0.07191431290773732
brandgefährlich,0.996478079529138,0.003766699718706068
hose,0.9510517148110256,0.0031356511615572057
massenvergewaltigungen,0.9999996933089076,0.0002786795685808999
überbietungswettbewerb,0.9921916262324152,0.0032880539807028466
überfälle,0.9944964986964088,0.006661702510961334
anzugreifen,0.9625205888199762,0.11400538646480017
natoluftangriffe,0.9327459718035443,0.07760694346195834
integrationsprobleme,0.9630361158880916,0.03814232352646794
griechenlandhilfe,0.9386468202134309,0.01593312346545735
gebombt,0.9347616591595459,0.08345209172780163
bewährungsstrafe,0.9423024800753655,0.044799036976819515
rechtsextremistischer,0.9618108077813616,0.14794444561941625
völkermordes,0.9844244945886512,0.028720861847051637
fluten,0.999989362191028,0.0015435694019052444
untertauchen,0.9325425639859743,0.06739015042888667
geräusche,0.9547932764470358,0.030611705874756617
clans,0.9472843434417788,0.08590409239259081
anfeindungen,0.9971226321696788,0.015316138455622737
militanter,0.972079972213408,0.038698780302323925
geburtenrückgangs,0.9491467859545932,0.05677569549884015
volksverhetzung,0.970050430074254,0.029636166708255193
geriet,0.9941050382248604,0.004075092444387893
kurzatmigkeit,0.9455443810508164,0.05173384455248505
fehlleistungen,0.9937995590080232,0.00735513575440182
gefechte,0.9916534926611376,0.005662850520090733
essstörungen,0.96456233445078,0.019855560505268537
gerechtigkeitsproblem,0.9889020006437538,0.013039912933508715
srebrenica,0.9929532461427104,0.004754526028224372
ansagen,0.960972105915054,0.04143765566957214
versuchte,0.9806860253360804,0.01098512124672704
radikalisierung,0.9871816743131688,0.020615100026345774
antieuropäischen,0.9919770579391076,0.02369317895399235
rennt,0.9891402927492391,0.0042480602480274654
hunden,0.9734487669505212,0.008489645161673361
frühverrentungen,0.9496206545348448,0.03526141479120655
überbringer,0.9385362280859908,0.0625322516863909
lkwfahrer,0.9403220282100224,0.001291673769543749
antifaschistischen,0.9653982950301256,0.049179878259057855
überreguliert,0.962121243890792,0.04282553086417201
einsperren,0.983975147551788,0.014255507627742909
alternativlos,0.9432504586219144,0.15204176136805486
versuchungen,0.9728819475017082,0.06938324683144337
abendland,0.9495432455839812,0.004943308764776368
webfehler,0.9607878425189528,0.023344446058658548
radikalisieren,0.9769293968588008,0.02974495726543185
serbischer,0.9693216988007576,0.15001177043113975
package,0.9731664845066308,0.011526137884610066
legalisierung,0.9863394364883141,0.016323079614026178
assadregime,0.9499026193785632,0.01344877261003543
mafiöse,0.9636233869497816,0.11360656482879646
interessenkonflikte,0.98432215299338,0.035528565139316154
brandanschläge,0.9356648546823231,0.02860414186922862
andeutungen,0.9485305666557808,0.018814224084400658
eingrenzen,0.969384470794854,0.03718074363310308
fernhalteprämie,0.9471870157599491,0.020334100959572686
lanka,0.964145484349112,0.014820042658536512
blutvergießen,0.9557487426005524,0.02640072764472486
erfolglosen,0.9520002034646602,0.07535831972207659
dogmen,0.9473401764167948,0.02048628819830252
wiederkehrende,0.9999864541579324,0.0035984995690068154
schrille,0.9308171415031748,0.07620779703681464
beschädigung,0.9848935566691882,0.02918589452401097
verfahrensdauer,0.9843100894626567,0.0031772657128103232
schwarzmalerei,0.9801765116989226,0.033780142903041904
zapfsäule,0.9521935310377632,0.02653928950524581
quersubventionierung,0.9317319199864492,0.043916257578071896
verfassungsbruch,0.991863068352683,0.009154859288430923
wählertäuschung,0.9999950213685946,0.0024166732937988896
spannungsgebiete,0.9868795027479432,0.009711331255969562
wurscht,0.9597937425241176,0.033484071498897094
rebellen,0.9957337904414134,0.0071579416296339345
gestörte,0.9773866860211006,0.04294576689630309
assads,0.9929563759846276,0.01872077128008982
kernprobleme,0.9485431544195152,0.05502086051093602
offenkundigen,0.9964002885203492,0.00556508522736991
hilfskrediten,0.9303354284119149,0.11223328671288672
atomindustrie,0.9701999599340362,0.019039164748560305
beiläufig,0.9762993051510476,0.012380076701673312
brandanschlägen,0.9667036705818342,0.04855708187491407
havarie,0.9535442029789964,0.00808717250182101
vergessenheit,0.9567306009249832,0.0259712200635308
flut,0.9775490862275934,0.033730512969814705
krebsgeschwür,0.9680155489375584,0.022971183517700583
aktivisten,0.9937249282800688,0.014614058024886875
verhängnisvolle,0.9999987299774756,0.002225249162204887
dosen,0.9893950112218292,0.011182669732029287
mutmaßungen,0.9486606573415108,0.056529802809419126
wahllüge,0.9431604013607152,0.03305594648138981
abenteuerlichen,0.9500210075303576,0.09999062580959897
bundesetat,0.9547973614958966,0.0027294588753993643
kürzungspolitik,0.9999988059157596,0.0011055809665257868
abladen,0.9475349034344902,0.05914904490753805
benachteiligungen,0.9653548857749732,0.0763775724827135
oppositionsbänken,0.9812498814878368,0.004579459649449311
wiederholungen,0.9999979991852971,0.00130745044205234
entführung,0.9960543427470244,0.0015897962844206074
ddrvergangenheit,0.9649081856248916,0.03163682451575627
endlagerfrage,0.9864106131877152,0.024291908084724114
oberflächlichen,0.9730294865847634,0.05516640339978294
baustopp,0.9439361094050576,0.00862097896883254
sünde,0.9912115266214282,0.012049580281044359
seeblockade,0.9423688127833432,0.06746815377106237
jugendgewalt,0.964745665222563,0.02309367871055171
nervt,0.9960398947873296,0.01942627886361457
signalen,0.9446812370799844,0.07157951150361648
wartezeiten,0.9587482981218164,0.027066902366704
tricksereien,0.9932420004811512,0.014697143501741672
verschonen,0.9818790457648852,0.06617618389312901
stoppt,0.9622312181327,0.06614050870025281
ideologischer,0.9583492675255556,0.08647455856962817
schuldenpolitik,0.9962006592749988,0.003161144175447111
sintflut,0.9329921714054156,0.06776949908424143
steuerdumping,0.9881545796352356,0.01745026411478238
aberkennung,0.9791016226912178,0.010681422009383858
abgrenzungsprobleme,0.9830708651882448,0.043368496642789335
verkorkste,0.982175929740278,0.026178383497361016
tickt,0.9759217655136836,0.02000617260461743
pferden,0.96298595264078,0.021602811652391432
leistungsverdichtung,0.9370949105774392,0.04818103237174368
undifferenzierte,0.9719132420423404,0.02280045580927376
leidtragenden,0.9739820481150576,0.04004505463994623
anschlages,0.9503611515951292,0.09949182268088412
natodoppelbeschluss,0.948178380517678,0.011256556886561877
fehlendes,0.9652420479070116,0.058364919360262286
herumgeredet,0.9603766096134836,0.0717708459405284
unsensibel,0.9631652306915388,0.034219665214729966
dioxinskandal,0.9618895109762876,0.005035858062427304
unwetter,0.972449562606998,0.011675886673185705
zerstritten,0.9930464777182471,0.01217024465848921
gewalttätigkeiten,0.9999979808714632,0.0010480687575236765
türe,0.9521933262249396,0.00999380842598787
weltmeere,0.9404165839605912,0.020294764658509132
abhören,0.9593433473597908,0.030517092568384387
explosionen,0.937398954894032,0.05506413431580723
problematischen,0.9855289204360208,0.040613787047865
zahntechniker,0.984885731489002,0.0043941112017306045
rotstift,0.9725258128322156,0.00565367266544042
irreführender,0.9762435111336464,0.03628979370188585
untersuchungshaft,0.9574444226184471,0.01297683508039617
einreden,0.9639340592161896,0.06200959995878569
mülls,0.9305446455408922,0.08319580920745448
castortransport,0.9781319413884538,0.0009692412050079953
überlastung,0.9968311378979642,0.004670376669343971
gierung,0.9340898586685771,0.031119806321771387
jesiden,0.949657132254591,0.06210652165907059
rechtlosigkeit,0.9964400895331612,0.012012505402218888
geiselnahme,0.9999984051719948,0.00080930278912942
einkassieren,0.9420895259224809,0.10316081647447556
verschleierung,0.9999989616523349,0.0017524793466132602
klischees,0.9603287879351616,0.057460131810824676
planlosigkeit,0.9769276075235088,0.02949138342415382
kiir,0.9397597257521002,0.14651286463316412
aufgesprungen,0.9517536379197324,0.014416530825344403
grundrechtseingriff,0.952630706752038,0.036484177257016616
sparprogrammen,0.9332000452324428,0.07549400092587892
asylanträgen,0.9696478680767044,0.02348283645043414
verbrechens,0.9795229722316492,0.041162629762829916
raubt,0.9411578138714064,0.08222007550630914
effekthascherei,0.9447631910297064,0.03300090444952542
nationalistische,0.9884385822797804,0.017093070414842697
abbaut,0.96829663992664,0.09007970562856564
bestechlichkeit,0.9817151321583292,0.028298560638589064
schilderungen,0.9530198170162312,0.03446863941863404
verblendung,0.9999981050407772,0.00212175272398367
datenklau,0.958349255866126,0.036738441428241314
begeht,0.9422475853864498,0.06457579029404932
bausch,0.9321209492051832,0.0600726998591419
symptomen,0.9864774697959816,0.009088698578747905
scheingefechte,0.9747773633952126,0.02933729423798258
preisanstieg,0.9465168255954318,0.008379005252886672
wohlfeilen,0.9653405949004834,0.10546520950631436
arbeitslosengeldiibezieher,0.9639035794328522,0.005846740072532883
gekehrt,0.9890609868660362,0.01444343579064918
sprechblasen,0.9460246426514284,0.08054360580523677
problemdruck,0.964662373840806,0.038197888926927145
gaddafi,0.9541579126587992,0.03960911628814622
sünden,0.9939034940881716,0.008256758362051786
kardinalfehler,0.9330393876551524,0.014278101063654113
behandlungsfehler,0.9430385789630958,0.03457160649064967
zuständen,0.9999827044984346,0.0016635249322670994
mißstände,0.9325308859867222,0.08173380637236094
hungerlöhnen,0.9683599834533518,0.04880019503869182
wasserverschmutzung,0.9582927817458492,0.03830265861260796
hochgefährliche,0.9458988365385558,0.041291844779885886
relativierung,0.9897788966959112,0.01093762092771387
kreuzzug,0.947466055816135,0.02961397154098612
verwahren,0.9947335252795816,0.011253505606470513
ungewissheit,0.9740242407618472,0.012615760168121206
wahlfälschungen,0.9598910985395228,0.05451398464673006
magersucht,0.93476967889176,0.023976872629132007
schreckensszenarien,0.9845549403656502,0.03328978632413713
ausziehen,0.9671098693743296,0.012850462372380649
wohlstandsverluste,0.9879494223834612,0.017406625566660998
kompetenzverlust,0.9694390318718764,0.024045004449632718
ebola,0.9964651855854398,0.003590542313780976
resistenzen,0.9803257539818246,0.012564282159137852
nationalsozialistische,0.9767130744571446,0.04356894006981328
embargos,0.9892754021267248,0.011518438958512471
hausfriedensbruch,0.9753372921119994,0.02242704749621106
staatsversagen,0.9999981618473666,0.002560241789265707
aufgetürmt,0.9363444957924584,0.10445184308197268
todesopfern,0.9873511615595314,0.009773998206343056
verdachtsfälle,0.9807520817304676,0.009627538772701349
ausgrenzt,0.9829084963578648,0.053069516133992176
beifang,0.9781333539578116,0.007478447538914927
finanzierungsvorbehalt,0.9363175777561452,0.01392866817914465
blutbad,0.9580784042817948,0.022850585669766298
verfestigte,0.997132604890094,0.009402631574738349
defiziten,0.9757417594190771,0.08640400053852776
zugzwang,0.995159607898448,0.003100453483790104
fehlinvestitionen,0.9802468124545114,0.04200977589646647
wirtschaftssanktionen,0.9933400513822904,0.008643225751355475
geschichtsklitterung,0.9780414765269588,0.033687486516503766
versorgungslücken,0.9669599275539644,0.050291201691392416
drogenbarone,0.9468886491856542,0.02710655249937747
vergessenen,0.9872821265899576,0.03245115954113398
abenteuerliche,0.9799488398595856,0.026628451491167437
verharrt,0.985565421700106,0.009267699930272884
infektionskrankheiten,0.953396415104998,0.028777939281197082
waffenschmuggel,0.9350497886901088,0.05420175636608431
sexismus,0.9874170479260016,0.025269551946182082
greifender,0.9768797653699977,0.04869430605978623
gewalthandlungen,0.9393662704196688,0.04439872097333901
verschwörung,0.9496832526097796,0.02544668300616628
einsturz,0.9748345088192368,0.03257088281062152
kapitulation,0.9944452369713116,0.007037020318147865
ungebremst,0.9955540801067976,0.0017837855409746613
totalitarismus,0.9574160603363906,0.08939065296138182
zuspitzung,0.9970964016270294,0.002378346721815392
delikten,0.9908080466681184,0.007075899251821446
wettbewerbsdruck,0.9318624914230362,0.017643692563493272
milliardenschäden,0.9534092495419528,0.08289288081525206
greifende,0.9693497518309842,0.07055020617111737
untergegangen,0.9769535066040884,0.05027044491334935
verspätete,0.962880475928336,0.016999498426576016
humbug,0.9432850067679036,0.09858222160657312
isterror,0.9948799315756652,0.005977183544585128
völkerrechtswidrig,0.9495188874017624,0.05017296786157634
unbeteiligte,0.9999999522035448,9.690973238286889e-05
hutu,0.9730031332895328,0.04417583978352541
kriegsverbrecher,0.9936673878382788,0.009007707167046963
schwachstellen,0.9421184451145695,0.0683529083715079
hindeutet,0.9508238021635916,0.031539681309575435
todesfällen,0.9999968816556156,0.0010519138908618585
amputationen,0.98807906527831,0.012044188671417185
hassprediger,0.9582596009114648,0.031320576812540336
linksextremer,0.9501787773420404,0.06255849488727735
häme,0.9690210882199756,0.050198597131644734
verstoße,0.9743077031682535,0.03947605388773038
fehleinschätzungen,0.9999996834603488,0.0008228366634861027
anzuprangern,0.9958412262815316,0.01770985289695392
verwässern,0.9963580612148788,0.005021298027751867
hitze,0.98295509198981,0.003551206146293594
abwälzen,0.948726523236141,0.030812041011485793
armutsrenten,0.94139034864672,0.05891692909520886
umgekehrten,0.9668887454273076,0.047161428629104565
schreckgespenst,0.9490256882486964,0.015590333670102131
gezüchtet,0.9737609641410035,0.02280650054472815
mordend,0.9928087246885178,0.008070291896031912
infame,0.9669889805065726,0.05754384691292595
universitätsstädten,0.9538074001580921,0.021787918490062938
medial,0.9324273760352524,0.05576483491146689
eskalieren,0.9712578543786752,0.02851333697726777
peitschenhieben,0.9342233145733988,0.06487885454907
falschabrechnungen,0.9973089360499944,0.0035135680298717838
verheimlicht,0.9879511736381736,0.013127697548929935
spätabtreibung,0.9608950815853899,0.010317715660311795
unwissen,0.9932793988337107,0.006044193019755607
lauteten,0.9695996447150876,0.02762792773074197
ermessensleistungen,0.9513810186376926,0.021496680057568416
reflexen,0.9342758398538024,0.03033366967107308
preisabsprachen,0.9752325878375409,0.017508335930777826
biegen,0.9899536461148452,0.01340088094105113
verklagt,0.9886794729267856,0.007185514163839492
pervertiert,0.9334765756732653,0.11833271068767548
grundgesetzwidrig,0.9539275494240758,0.06488442215537972
arbeitsbelastung,0.9766978921705041,0.026864070269427838
beunruhigende,0.950010310681766,0.07178407519783406
unrechtsurteile,0.9898127072692412,0.008819760031831535
alcopops,0.9387014034138936,0.006832192938448486
linksradikalismus,0.930930523770994,0.06533611673538446
überlaufen,0.9384954874033336,0.05459835094501235
überzogener,0.9834028262557476,0.02835627310480096
zukunftsangst,0.9957166245654911,0.005823699011589272
nachrede,0.9954185329929909,0.0021815612303182686
hochwasserkatastrophe,0.9912823911725156,0.004983536362864767
vermittlungshemmnisse,0.963309296957582,0.042978370241429566
verursachern,0.972884412713963,0.02473104541471138
bedeutungslosigkeit,0.9775025524876476,0.030466412433118567
fronten,0.9926900015277056,0.006584780470572736
attentismus,0.985131810536574,0.028399632352003136
wartelisten,0.9772796604268348,0.009015506658445716
anzureden,0.9742255850312124,0.02704182535808897
luftbuchungen,0.941238371504001,0.08719763627410318
ausfällen,0.9841357364206036,0.01949330689501633
arztbesuch,0.9455481186670628,0.0069379172617606505
landstrichen,0.9444198794999412,0.04546486963167306
preistreiberei,0.9936161577825988,0.02273639383411028
danebenliegen,0.9714161853689078,0.06146575833181885
konfrontation,0.9680746321055516,0.02586196114992809
unterlassungen,0.9875967527712796,0.022212359250057347
schafen,0.9563520597715252,0.060873766573189686
zwangsverrentung,0.99498716372533,0.0037197994405764392
peinlichkeiten,0.9824446837916608,0.01849737153757677
polarisierung,0.9931784505620408,0.0092853005005395
schweinepest,0.9531852781267232,0.021808604930899363
zocken,0.948506280264854,0.06305333708486441
verwüstung,0.9999917988836636,0.01061605057442085
nationalistischer,0.9742783962466716,0.0768305859062423
geburtenrückgang,0.9944569805781946,0.003093138985245904
untätigkeit,0.9970139162201695,0.005523855879313671
